"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00346310977139914,26,150,2.17822859242925,"Learning "," http://amigo.geneontology.org/amigo/term/GO:0007612"," JPH4  COMT  SLC8A3  NTSR1  PTN  PPP1R9B  HMGCR  BCHE  TNR  B4GALT2  SLC8A2  ATP8A1  MEIS2  TLR2  SLC7A11  JPH3  SHANK1  SHANK2  GRM5  RGS14  JUN  RIC8A  GPR88  GABRA5  RELN  HRH1"
0.00346310977139914,17,79,2.70422731776757,"Regulation of synaptic transmission, glutamatergic "," http://amigo.geneontology.org/amigo/term/GO:0051966"," CACNG4  OPHN1  RAB3GAP1  TNR  CNR1  GRM1  SHANK1  SHANK2  GRIK3  GRIK2  GRM5  NLGN1  CDH2  GRIK1  OXTR  RELN  GRM3"
0.00346310977139914,46,329,1.75704667848514,"Regulation of ERK1 and ERK2 cascade "," http://amigo.geneontology.org/amigo/term/GO:0070372"," CFLAR  MARCO  CD74  LMO3  FGFR3  GSTP1  TIMP3  PDGFB  MAPK3  NECAB2  PYCARD  RIPK2  HMGCR  CCN2  TEK  IL1B  APOE  PDGFRA  HAVCR2  ARRB1  FGF2  TNFRSF11A  ERBB2  SIRT3  PDGFC  HTR2C  PTPRR  ANGPT1  SHC1  CCR1  NPY5R  YWHAZ  SPRED1  DENND2B  NPNT  RGS14  GPR183  P2RY6  CSF1R  TNFAIP8L3  CIB1  HMGB1  SLC30A10  SIRPA  DMD  LYN"
0.00346310977139914,19,94,2.54007835041873,"Regulation of neural precursor cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:2000177"," PAX6  LIMS2  SMARCD3  SMARCA1  PTN  PTPRZ1  GLI3  GLI1  PTBP2  SMO  ELL3  SIX3  FGF2  SLC16A2  CDH2  TAFA1  FZD9  TRIM71  LYN"
0.00354479727328111,25,142,2.2124477848347,"Response to ethanol "," http://amigo.geneontology.org/amigo/term/GO:0045471"," TBXA2R  MAOB  POLB  SREBF1  ADCYAP1R1  OXCT1  GSTP1  GLRA2  SPARC  HMGCR  OGG1  CNR1  CAT  CDO1  RBP4  NTRK3  CRHBP  KCNMB1  HPGD  CYBB  MGMT  EIF4EBP1  RPL10A  GRIN3A  GRIN2B"
0.00367373480382814,60,465,1.62151011843369,"Positive regulation of MAPK cascade "," http://amigo.geneontology.org/amigo/term/GO:0043410"," CFLAR  IGF1  MARCO  CD74  TIMP2  FGFR3  CDC42  EDN1  PDGFB  DOK5  MAPK3  NECAB2  PYCARD  RIPK2  CAV2  HMGCR  WWC1  STK25  NENF  CCN2  TEK  MAPK8IP1  DOK4  IL1B  APOE  PDGFRA  HAVCR2  ANKRD6  ARRB1  FGF2  NTRK3  MINK1  TNFRSF11A  ERBB2  PDGFC  HTR2C  ANGPT1  SH3RF1  FZD7  IL34  SHC1  CCR1  NPY5R  TLR3  DENND2B  NPNT  ADRB2  GPR183  ROBO1  CDH2  P2RY6  MAGED1  CSF1R  TNFAIP8L3  CIB1  WNT7B  HMGB1  SLC30A10  MAP3K5  CD24"
0.00374601524454846,163,1555,1.31728145151856,"Lipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006629"," PNPLA4  PIGQ  SNAI2  CD74  CYP46A1  DKK3  DGAT2  PPP2R5A  FGFR3  ACSL4  CDC42  SREBF1  HSD17B10  DHRS9  GPC4  EDN1  PAFAH1B3  SMARCD3  SLC27A5  GSTP1  CPNE3  ACOX3  HSD17B14  PITPNM2  OSBPL8  COMT  CYP26A1  CREM  HSD3B7  SEC14L2  PDGFB  MTMR3  PNPLA3  DHRS2  PLTP  TRIB3  DGKH  MAPK3  SQLE  ISYNA1  PON3  PON2  ITGB8  ERLIN1  CD81  CHPT1  HMGCS1  HMGCR  SLC27A6  ST8SIA4  ACADL  HMGCL  PRDX6  CNR1  NR4A3  NPC2  ACOT2  TEK  SCPEP1  CAT  FABP3  IL1B  ALKBH7  THRA  PLAAT1  SIN3B  SRD5A3  YWHAH  SLC44A2  GDPD2  APOE  APOC1  RAN  ALOX5AP  PLAAT4  GSTM1  ARF3  ECHDC3  CYP2J2  FADS2  PDGFRA  GOLM1  AVIL  AGAP2  DPM2  CLPS  TTPA  PLCB2  RBP4  FGF2  HADH  PTGR2  SLC27A2  ASXL3  SIRT3  SLC44A3  SCCPDH  DEGS1  MBOAT2  ABHD1  SUMF1  SNCA  CYP4V2  C1QTNF2  AIG1  EBP  HTR2C  VLDLR  TM7SF2  MMAA  PIGF  NUS1  DBI  PTDSS1  B4GALT3  ALG8  CYB5R1  PGAP3  FDXR  PLCD3  WNT4  PMVK  PLB1  PRKCD  HPGD  FABP7  FABP5  ABCA1  TTC7B  MVD  ACOX2  CPT1C  B3GALNT1  NR0B1  P2RY12  WNT10B  PDE3A  DHCR7  DOLK  CPNE7  FUCA1  GPC5  PLD6  CSF1R  TSKU  GPC6  ACSM5  TNFAIP8L3  CYP2R1  CYP4Z1  RXRA  CACNA1H  PGAP1  SLC22A4  ADH5  NCOA6  GSTM2  LCAT  HEXA  ANG  FADS3  CEBPA  LYN"
0.0037779388132919,42,293,1.80137045580261,"Regulation of transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0022898"," KCNG1  NEDD4L  CACNG4  FKBP1A  JPH4  NTSR1  RGS9  HPCA  AHNAK  YWHAH  FXYD6  MINK1  SNCA  CAMK2D  CRHBP  STOM  DLG2  ANK3  GJA1  CACNA2D1  JPH3  GRIA1  SHANK1  SHANK2  SCN3B  STIM1  GRM5  GSG1L  ADRB2  NLGN1  SLN  P2RY6  PRNP  CNIH2  RELN  NOS1AP  DMD  TMSB4X  GSTM2  PIRT  COA8  GRIN2B"
0.00379560525679841,47,340,1.73716194305727,"Camera-type eye development "," http://amigo.geneontology.org/amigo/term/GO:0043010"," PAX6  VIM  CC2D2A  ATP2B4  SDK2  SMARCD3  FAT1  MYOM1  LAMA1  CALB1  SLC17A7  FZR1  PTN  GLI3  B9D1  PRPH2  RPL24  ACVR2B  EFEMP1  RAB3GAP1  KDM5B  HPCA  BFSP1  RAB11FIP4  ATP8A2  CRB1  PDGFRA  SIX3  RBP4  FGF2  NPHP1  MYH15  GPM6A  SLC7A11  PKNOX1  IGFN1  TTC8  SPRED1  SMAD3  SOX11  MAF  SLC17A8  ATOH7  TSKU  COL4A1  WNT7B  HMGN1"
0.00399045387574988,17,80,2.67042447629548,"Positive regulation of insulin secretion "," http://amigo.geneontology.org/amigo/term/GO:0032024"," BAIAP3  NNAT  PHPT1  ACSL4  OXCT1  DYNLL1  PSMD9  GPR68  SOX4  RBP4  SIRT3  CAPN10  GLUD1  GJA1  MYRIP  GPR27  C2CD2L"
0.0040301468477045,35,230,1.91232443315277,"Translational initiation "," http://amigo.geneontology.org/amigo/term/GO:0006413"," RPS20  RPL31  EIF3D  RPS19  RPL24  RPS10  RPL23  RPL36  RPL27  RPL35  RPS6  RPLP1  RPS24  DENR  RPS8  RPL32  RPL37  FAU  IMPACT  RPL8  RPL26  RPL29  RPL27A  POLR2G  RPL38  RBM4  RPS27  RPL35A  EIF4EBP1  RPL12  RPS4X  EIF1AY  RPL10A  RPL39  RPL36A"
0.0040301468477045,36,239,1.89289256503347,"Regulation of chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0050920"," CD74  SEMA3C  EDN1  GSTP1  MAPK1  PPM1F  PDGFB  MAPK3  PTN  C5  CREB3  CXCR4  RAC2  MOSPD2  PLXNA3  PDGFRA  SEMA4F  CCN3  FGF2  NTRK3  SEMA3D  IL34  CCR1  SMAD3  SEMA6B  P2RY12  GPR183  ROBO1  S1PR1  SCG2  CMKLR1  CSF1R  HMGB1  SEMA4A  TMSB4X  LYN"
0.00406192576175317,52,389,1.6798678090714,"Response to metal ion "," http://amigo.geneontology.org/amigo/term/GO:0010038"," NEDD4L  MAOB  EDN1  CPNE3  MAPK1  GSS  MAP1LC3A  GLRA2  MAPK3  SYT17  SYT10  RASAL1  SPARC  OGG1  CAT  HPCA  ANXA11  CPNE5  MT1G  MT2A  ALOX5AP  KCNMB4  CPNE2  PARP1  SNCA  CAMK2D  CRHBP  KCNMB1  PCDH15  DLG2  ANK3  CYBB  STIM1  MT1B  MT1E  NLGN1  PRNP  C1QA  JUN  CPNE7  CYP2R1  KRT14  MT1X  S100A16  RYR1  CACNA1H  SLC30A10  MT1F  RYR3  MT1A  MT1M  CEBPA"
0.0040640750501823,131,1208,1.36277992362566,"Carbohydrate derivative metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901135"," UPP2  PIGQ  DCN  IGF1  TBPL1  AGA  AKR7A2  DGAT2  ACSL4  DERL2  ENO1  GPC4  ADCY2  SLC4A4  PTHLH  CREM  PDGFB  PYGL  RAE1  AHCY  NME3  NECAB2  TUSC3  PDE4C  ITGB8  C1GALT1  NUP88  B3GAT1  GNPTAB  MAN1A1  RAB23  B3GAT2  HMGCS1  HMGCR  ST8SIA4  OGG1  UMPS  CSPG5  GPD2  FBXO2  UAP1  CTBS  HMGCL  B4GALT2  RPN2  GDA  ACOT2  PANK3  NUDT10  NAGK  NUP85  IL1B  PPCS  SRD5A3  PPAT  NCAN  PGLS  RAMP1  RAN  BCAN  FBXO44  DPM2  IL33  SULF1  FGF2  PAPSS1  PRPSAP2  SCCPDH  GUK1  PARP1  ST6GAL2  SUMF1  SNCA  CASK  DLG2  PIGF  PID1  NUS1  AK5  CHST9  ANGPT1  DBI  FCSK  GALNT14  B4GALT3  ALG8  PGAP3  PMVK  ADAMTS9  PRKCD  GALNT10  NUDT2  VCP  PGM2L1  MVD  B3GALNT1  TPST1  MACROD2  GXYLT2  CSPG4  CHST1  DOLK  B3GALT6  NUPR1  B3GNT4  PAWR  DPY19L3  FUCA1  GPC5  MCFD2  FKRP  SGSH  GPC6  ACSM5  NUDT14  PDE2A  GCNT1  DPYD  NUDT11  FUT4  SULF2  PGAP1  SLC2A10  ENPP1  PNP  UBE2J1  APRT  TMSB4X  HEXA    NUDT18"
0.00424961206155185,10,33,3.80809194480639,"Positive regulation of phosphatidylinositol 3-kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0043552"," FGFR3  CDC42  PDGFB  TEK  PDGFRA  AGAP2  FGF2  P2RY12  TNFAIP8L3  LYN"
0.00424961206155185,10,33,3.80809194480639,"Postsynapse assembly "," http://amigo.geneontology.org/amigo/term/GO:0099068"," CBLN1  NTRK3  LRRTM2  GRID2  ZDHHC12  SHANK1  SHANK2  LRRTM1  NLGN1  CDH2"
0.00425012601912929,38,258,1.85090980573148,"Negative regulation of growth "," http://amigo.geneontology.org/amigo/term/GO:0045926"," FGFR3  ENO1  SEMA3C  KCNK2  ARHGAP4  RBBP7  BBC3  PPP1R9B  WWC1  IGFBP5  TNR  MT1G  MT2A  CDKN2D  PLXNA3  SEMA4F  CCN3  KIAA0319  RBP4  SFRP2  GJA1  SEMA3D  SMAD3  SEMA6B  ADRB2  MINAR1  MT1B  MT1E  TSPYL2  SLIT3  PTCH1  MT1X  SEMA4A  DACT3  ENPP1  MT1F  MT1A  MT1M"
0.00426173195051919,42,295,1.78915777474632,"Regulation of protein secretion "," http://amigo.geneontology.org/amigo/term/GO:0050708"," BAIAP3  IGF1  NNAT  PHPT1  ACSL4  SREBF1  RFX3  C1QTNF3  OXCT1  DYNLL1  RAPGEF4  CD200  MYOM1  SYTL4  CD33  STX1A  PSMD9  HMGCR  CNR1  GPR68  ENY2  SOX4  IL1B  KCNA5  APOE  CCN3  TLR2  RBP4  HADH  SIRT3  CAPN10  EPHA5  GLUD1  SIDT2  GJA1  STXBP4  MYRIP  TMED10  GPR27  C2CD2L  IDH2  ANG"
0.00439578467082238,150,1418,1.32934098214327,"Regulation of hydrolase activity "," http://amigo.geneontology.org/amigo/term/GO:0051336"," CFLAR  PLXND1  TRAPPC6A  CDKL5  BIRC3  TIMP2  ARHGAP6  RIMBP2  PPP2R5A  FGFR3  NLE1  GRAMD4  RAP1GAP  ADCYAP1R1  OPHN1  PHACTR3  ARHGAP28  FKBP1A  GMIP  ARHGAP4  CD200  PCSK5  PPM1F  TIMP3  PAPLN  TIMP1  PYCARD  CTSH  RIPK2  RASAL3  PDCD5  BBC3  CD33  PTN  CAV2  C5  TBC1D13  RGS9  PPP1R9B  RASAL1  DAP  RAB3GAP1  DOCK7  CNN3  STMN1  CCN2  DENND1A  APAF1  HPCA  PSMF1  FGD3  ARPP19  CDKN2D  TNNI3  APOC1  PLXNA3  LGALS3  DNAJB1  TBC1D14  SBF2  PDGFRA  AKIRIN2  AGAP2  PPP1R1A  EGLN1  RGS8  PLXNC1  MTCH1  CPEB2  ARRB1  SYTL2  CASP1  PLCB2  PREB  APH1B  FGF2  FGD4  TPM1  NTRK3  SGSM2  ERBB2  VAV1  EPHA5  SNCA  CAMK2D  SFRP2  ARHGAP18  DYNLT1  RGS20  TERF1  RSU1  RGS10  DLG2  RGS18  FARP1  SH3RF1  RHOC  PABIR3  UBE2Z  CPAMD8  CSTB  GPSM1  TBC1D24  WNT4  PBXIP1  AIM2  PCOLCE2  PRKCD  VCP  TTC8  ZFYVE1  SPRED1  MAPK7  HSP90B1  SMAD3  MAPRE2  NPNT  RGS14  P2RY12  CRADD  CCDC8  ROBO1  TMED10  MGMT  S1PR1  P2RY6  PRNP  WFIKKN2  RIN1  BDNF  ANKLE2  JUN  RIC8A  ANXA2  ADAP2  PRKG1  MRTFB  ARAP1  BCR  HMGB1  SRGAP1  MAP3K5  S100A10  DDRGK1  PSENEN  ANG  TBC1D26  ARFGAP3  LYN  GRIN2B"
0.00454361942841402,28,170,2.06980997470653,"Negative regulation of supramolecular fiber organization "," http://amigo.geneontology.org/amigo/term/GO:1902904"," SCIN  TMSB10  CAPG  ARHGAP6  NAV3  CAPZB  ARHGAP28  CORO1A  KANK1  CRACD  STMN1  APOE  GMFG  FHOD3  AVIL  TMOD3  TMEFF2  SNCA  TMSB4Y  VBP1  SHANK1  PRKCD  S1PR1  MYADM  CIB1  ARAP1  GMFB  TMSB4X"
0.00462987574328027,33,214,1.93785613452998,"Vesicle-mediated transport in synapse "," http://amigo.geneontology.org/amigo/term/GO:0099003"," AP2B1  RAB27B  DTNBP1  OPHN1  RAPGEF4  SNAP29  SLC17A7  GRIK5  STX1A  CSPG5  RAB3GAP1  CNR1  PCDH17  DENND1A  HPCA  PRKCG  PPFIA2  STON2  SNCA  CASK  SYN2  GSG1L  RAB3B  NLGN1  CDH2  CTBP2  SLC17A8  MX2  ACTG1  PCLO  ERC2  GRIN3A  CPLX3"
0.00466663753199377,4,5,10.0533627342889,"Positive regulation of macrophage proliferation "," http://amigo.geneontology.org/amigo/term/GO:0120041"," MAPK1  MAPK3  IL34  CSF1R"
0.00467524552890462,29,179,2.03594636378755,"Response to nutrient "," http://amigo.geneontology.org/amigo/term/GO:0007584"," TBXA2R  SNAI2  ACSL4  OXCT1  GSTP1  CYP26A1  AHCY  PTN  FOLR1  HMGCS1  SPARC  HMGCR  OGG1  BCHE  HMGCL  CNR1  APAF1  CAT  TRIM24  CDKN2D  TTPA  SFRP2  CCL28  SST  ALPL  ABCA1  CYBB  FOLR2  MGMT"
0.00471104808125096,66,530,1.56491023694119,"Response to nutrient levels "," http://amigo.geneontology.org/amigo/term/GO:0031667"," TBXA2R  SNAI2  RRAGD  ACSL4  NUCB2  SREBF1  ULK2  OXCT1  RRAGB  GSTP1  COMT  CYP26A1  SH3GLB1  MAPK1  MTMR3  GSS  AHCY  MAP1LC3A  MAPK3  PTN  FOLR1  GHR  HMGCS1  DAP  SPARC  HMGCR  OGG1  BCHE  HMGCL  NENF  CNR1  APAF1  CAT  NPY  TRIM24  PRKCG  CD68  CDKN2D  APOE  CLPS  TTPA  SSTR1  SFRP2  HTR2C  FOXO1  CCL28  IMPACT  KLF10  ATP6V1C1  SST  WIPI2  ALPL  WNT4  DAPL1  ALB  ABCA1  CYBB  FOLR2  ZFYVE1  ADRB2  GABARAP  MGMT  JUN  SSTR2  EIF4EBP1  MAP3K5"
0.00471459962373256,43,306,1.76590930381708,"Regulation of transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032409"," KCNG1  NEDD4L  CACNG4  FKBP1A  JPH4  NTSR1  RGS9  HPCA  AHNAK  YWHAH  FXYD6  MINK1  SNCA  CAMK2D  CRHBP  STOM  DLG2  ANK3  GJA1  CACNA2D1  JPH3  GRIA1  SHANK1  SHANK2  PRKCD  SCN3B  STIM1  GRM5  GSG1L  ADRB2  NLGN1  SLN  P2RY6  PRNP  CNIH2  RELN  NOS1AP  DMD  TMSB4X  GSTM2  PIRT  COA8  GRIN2B"
0.00482946499481847,42,297,1.77710957424298,"Mesenchyme development "," http://amigo.geneontology.org/amigo/term/GO:0060485"," SNAI2  SEMA3C  EDN1  EFNB1  DLL3  MAPK1  MAPK3  PBLD  FOLR1  RBM24  FAM172A  HES1  LOXL3  MAD2L2  NRP2  IL1B  SMO  ELL3  APLNR  SEMA4F  EDNRB  YAP1  IL17RD  SFRP2  PDCD4  SEMA3D  WNT4  HEYL  SPRED1  TMEM100  DCHS1  MESP1  SMAD3  SEMA6B  AXIN2  ROBO1  CDH2  SMAD2  SOX11  ZFP36L1  SEMA4A  DACT3"
0.00495386139084898,78,653,1.50107636538004,"Cellular response to organic cyclic compound "," http://amigo.geneontology.org/amigo/term/GO:0071407"," CFLAR  SNAI2  DTNBP1  LMO3  ATP2B4  CBFB  ADCY2  EDN1  GSTP1  PALM  MAPK1  PDGFB  PNPLA3  MLC1  SLC8A3  RAE1  MAPK3  PTN  CAV2  RGS9  PPP1R9B  FOLR1  HMGCS1  IGFBP5  ARID1A  NR4A3  TRIM24  DDX54  IL1B  YWHAH  SMO  ARPP19  RGS8  YAP1  SSTR1  PARP1  SNCA  CRHBP  KCNMB1  HTR2C  HTR7  FOXO1  ZFP36L2  IMPACT  PRMT2  ALPL  GABRB1  HEYL  TLR3  ABCA1  FOLR2  GABRB3  HSP90B1  TRIM68  NR0B1  P2RY12  WNT10B  SMAD1  MGMT  P2RY6  PDE3A  JUP  HTR1A  SSTR2  P2RY13  ZFP36L1  PTCH1  RXRA  GNG2  PDE2A  RYR1  HRH1  BLM  DDRGK1  RYR3  SP5  GSTM2  CEBPA"
0.00495612158358399,33,215,1.92884285018333,"Muscle cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:0033002"," CFLAR  IGF1  CALCRL  EDN1  KCNK2  GSTP1  COMT  MAPK1  PDGFB  GLI1  HMGCR  IGFBP5  MYB  NR4A3  CCN3  YAP1  RBP4  FGF2  TPM1  PDCD4  GJA1  ANGPT1  HPGD  NPY5R  SMAD1  S1PR1  APLN  P2RY6  EFEMP2  JUN  PRKG1  MAP3K5  ANG"
0.0052310456922535,46,336,1.72044153935003,"Gliogenesis "," http://amigo.geneontology.org/amigo/term/GO:0042063"," PAX6  VIM  WDR1  GSTP1  PHGDH  MAPK1  SLC8A3  MAPK3  ERCC2  PTN  PTPRZ1  GLI3  HES1  CSPG5  MYB  CXCR4  SOX4  IL1B  SMO  ITGB4  TRPC4  TSPAN2  MYCN  CRB1  DTX1  IL33  TLR2  FGF2  NTRK3  ERBB2  NFIB  MMP14  IL34  MXRA8  P2RY12  GPR183  CDH2  C1QA  CSPG4  SOX11  IDH2  CSF1R  ASCL2  RELN  DMD  LYN"
0.00537329581234486,24,138,2.18551363788888,"Endocrine system development "," http://amigo.geneontology.org/amigo/term/GO:0035270"," PAX6  TG  DKK3  RAP1GAP  RFX3  MAPK1  MAPK3  GLI1  HES1  SOX4  THRA  SMO  SOX3  PDGFRA  SIX3  FGF2  TBX19  SIDT2  FOXO1  WNT4  SMAD3  NR0B1  CDH2  SMAD2"
0.00546071581251925,26,155,2.10796315396379,"Negative regulation of nervous system development "," http://amigo.geneontology.org/amigo/term/GO:0051961"," PAX6  SEMA3C  ARHGAP4  DLL3  CBLN1  PTN  EFNB3  HES1  TNR  IL1B  YWHAH  PLXNA3  MYCN  SEMA4F  KIAA0319  TLR2  NTRK3  CTDSP1  DYNLT1  SEMA3D  SEMA6B  SOX11  IDH2  ASCL2  SLIT1  SEMA4A"
0.00556145270115966,82,697,1.47843569621895,"Regulation of protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0045859"," IGF1  DTNBP1  ATP2B4  ADCY2  EDN1  CHRNA3  GSTP1  OSBPL8  PPM1F  PDGFB  SLC8A3  TRIB3  PYCARD  CCNY  MMD  ELP4  GHR  HMGCR  SLC8A2  MAPK8IP1  IL1B  RAC2  CDKN2D  APOE  GMFG  CCNA1  CCNH  AGAP2  ABI1  TXN  RPLP1  HERC5  FGF2  NTRK3  TOM1L1  MINK1  TNFRSF11A  ERBB2  SNCA  SFRP2  PDGFC  VLDLR  PDCD4  HHEX  ANGPT1  TNIK  IL34  SHC1  DIRAS3  PRKCD  TLR3  SPRED1  YWHAB  PKIG  GRM5  RGS14  ADRB2  ROBO1  PYDC1  PKIA  PRNP  CKS1B  BTC  BDNF  MAGED1  RAP2B  CSF1R  TSPYL2  CIB1  NR2F2  NRG3  PRR5  NHLRC1  RELN  HMGB1  GMFB  BLM  MAP3K5  ANG  CEBPA  LYN  CD24"
0.00562020787009752,22,122,2.2661268458438,"Cardiac chamber morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0003206"," SEMA3C  SMARCD3  FKBP1A  MYH7  CPE  HES1  NRP2  TEK  SOX4  SMO  TNNI3  APLNR  RBP4  TPM1  SFRP2  HEYL  NPY5R  MESP1  ROBO1  SOX11  FZD2  SLIT3"
0.00562020787009752,22,122,2.2661268458438,"Bone mineralization "," http://amigo.geneontology.org/amigo/term/GO:0030282"," IGF1  GPM6B  FGFR3  PTHLH  ERCC2  PTN  ACVR2B  ACVR2A  BMP2K  KLF10  WNT4  CCR1  SMAD3  AXIN2  ADRB2  WNT10B  S1PR1  SLC24A3  ISG15  FZD9  ENPP1  LGR4"
0.00565523295195259,133,1241,1.34679416162411,"Negative regulation of molecular function "," http://amigo.geneontology.org/amigo/term/GO:0044092"," RPS20  BIRC3  TIMP2  DTNBP1  NEDD4L  DKK3  PHPT1  ATP2B4  RIMBP2  PPP2R5A  CRMP1  NLE1  RAP1GAP  GSTP1  PHACTR3  ARHGAP28  FKBP1A  DYNLL1  GMIP  CD200  PALM  PPM1F  TIMP3  PDGFB  SLC8A3  PAPLN  TRIB3  TIMP1  DGKH  MAPK3  PYCARD  PTN  C5  CREB3  SUFU  PPP1R9B  WFS1  DAP  HMGCR  HES1  MAD2L2  CNN3  STMN1  CNR1  CNRIP1  MAPK8IP1  CAT  HPCA  IL1B  RPL23  PSMF1  SMO  ARPP19  CDKN2D  TNNI3  APOE  APOC1  GMFG  RLIM  LGALS3  HAVCR2  PPP1R1A  EGLN1  EDNRB  CPEB2  ARRB1  SYTL2  PRPSAP2  PTPRF  SNCA  CAMK2D  SFRP2  RPL37  CRHBP  NFKBIE  TERF1  ZNF462  LYPD1  PDCD4  DLG2  ANK3  FARP1  HHEX  SH3RF1  PABIR3  UBE2Z  CPAMD8  CSTB  PRMT2  GPSM1  AIM2  HEYL  PRKCD  TTC8  DACT1  ZFYVE1  SPRED1  MAPK7  YWHAB  TMC8  PKIG  RGS14  ADRB2  NR0B1  CCDC8  PYDC1  SLN  TMED10  PKIA  PRNP  WFIKKN2  CMKLR1  NUPR1  SOX11  JUN  AKAP5  P2RY13  ANXA2  TRAIP  SUMO3  SIVA1  CIB1  NR2F2  PTCH1  MRTFB  NWD1  GMFB  PELI1  GRM3  TMSB4X  GSTM2  CEBPA  LYN"
0.00566806813364473,43,309,1.74876455329458,"Regulation of cellular response to growth factor stimulus "," http://amigo.geneontology.org/amigo/term/GO:0090287"," CFLAR  DCN  DKK3  ATP2B4  FKBP1A  LTBP4  GLG1  DOK5  CAV2  PBLD  FOLR1  HES1  ACVR2B  SMAD9  ACVR2A  IL1B  RASL11B  CD63  NIBAN2  SULF1  FGF2  NTRK3  IL17RD  TMEM108  SFRP2  CASK  HHEX  WNT4  SPRED1  SMAD3  NPNT  ROBO1  SMAD1  APLN  WFIKKN2  FGFBP3  SMAD2  SOX11  CCBE1  SULF2  SLC2A10  DMD  PEG10"
0.0059041429249634,14,61,2.88416144016484,"Macrophage migration "," http://amigo.geneontology.org/amigo/term/GO:1905517"," CD200  MAPK1  MAPK3  C5  CD81  NUP85  LGALS3  SFTPD  EDNRB  MMP14  IL34  P2RY12  CMKLR1  CSF1R"
0.00593924270634568,38,263,1.81572140638297,"Connective tissue development "," http://amigo.geneontology.org/amigo/term/GO:0061448"," CFLAR  SCIN  SNAI2  DGAT2  FGFR3  EDN1  OXCT1  PTHLH  GLG1  PDGFB  TIMP1  MAPK3  TRPS1  ITGB8  GLI3  GHR  EFEMP1  CCN2  TGFBI  THRA  MYCN  CCN3  SULF1  FGF2  MBOAT2  SFRP2  NFIB  SMAD3  AXIN2  WNT10B  SMAD1  SH3PXD2B  SCUBE2  MAF  TSKU  WNT7B  SULF2  DDRGK1"
0.00594225835665136,62,495,1.57401133718664,"Regulation of protein-containing complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0043254"," SCIN  TMSB10  CAPG  NAV3  CDC42  CAPZB  SAR1A  ARHGAP28  SH3GLB1  CORO1A  PYCARD  ERCC2  BBC3  STX1A  KANK1  CRACD  ARPC3  DBN1  STMN1  RPA2  THRA  APOE  GMFG  LGALS3  FHOD3  HRK  AVIL  LCP1  FCHSD2  PREB  TMOD3  PARP1  SNCA  ARHGAP18  TERF1  SLC39A12  IMPACT  TMSB4Y  RHOC  TPPP3  ARPC5  ARPC2  PRKCD  ABCA1  VCP  DACT1  TMC8  P2RY12  WNT10B  PTGER4  BAIAP2  PDE4DIP  CDC42EP4  MYADM  EIF4EBP1  HMGB1  GMFB  CYRIA  TMSB4X  LCMT1  LCAT  GTF2H5"
0.00606387608169774,36,245,1.8465360124204,"Glial cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0010001"," PAX6  VIM  WDR1  GSTP1  PHGDH  MAPK1  SLC8A3  MAPK3  ERCC2  PTN  PTPRZ1  GLI3  HES1  CSPG5  CXCR4  SOX4  SMO  ITGB4  TRPC4  TSPAN2  MYCN  CRB1  DTX1  TLR2  FGF2  NTRK3  ERBB2  NFIB  IL34  MXRA8  CDH2  C1QA  SOX11  RELN  DMD  LYN"
0.00606387608169774,40,282,1.78251112310086,"Regulation of ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032412"," KCNG1  NEDD4L  CACNG4  FKBP1A  JPH4  NTSR1  RGS9  HPCA  AHNAK  YWHAH  FXYD6  MINK1  CAMK2D  CRHBP  STOM  DLG2  ANK3  CACNA2D1  JPH3  GRIA1  SHANK1  SHANK2  SCN3B  STIM1  GRM5  GSG1L  ADRB2  NLGN1  SLN  P2RY6  PRNP  CNIH2  RELN  NOS1AP  DMD  TMSB4X  GSTM2  PIRT  COA8  GRIN2B"
