"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0654234490541912,38,295,1.65994002165352,"Regulation of protein secretion "," http://amigo.geneontology.org/amigo/term/GO:0050708"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  ACHE  GNAS  SIRT4  PARD6A  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  TARDBP  ACVR1C  PFKFB2  NR1H2  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  STXBP5L  TCF7L2  ITPR1  FRMD4A  ADAM8  PRKCA  DPH3  KCNB1  VSNL1  IRS1  KCNS3  EFNA5  KCNJ11  PIM3"
0.0654234490541912,32,236,1.74730528595108,"Regulation of muscle system process "," http://amigo.geneontology.org/amigo/term/GO:0090257"," HSPB6  ABCC8  JARID2  ATP2B1  TMEM38A  SLC9A1  MYLK2  TNNC2  GLRX3  MTMR4  PPARGC1A  KCNA1  ERRFI1  TNNT2  FGF13  ROCK2  IL6ST  TRPC3  PPP3CA  ATP1B1  CAMK2G  AKAP6  PRKCA  FBXO32  ATP1A1  ADORA1  ATP2A2  ZDHHC21  SPHK1  SLC8A1  ANXA6  RYR2"
0.0668756487607471,48,397,1.55805055724605,"Protein localization to extracellular region "," http://amigo.geneontology.org/amigo/term/GO:0071692"," ICA1  ABCC8  NOS2  CACNA2D2  CBLN4  TM7SF3  CYB5R4  ACHE  GNAS  SIRT4  PARD6A  NAGPA  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  TARDBP  ACVR1C  PFKFB2  NECAB3  VGF  NR1H2  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  STXBP5L  CAMK2G  TCF7L2  ITPR1  FRMD4A  ADAM8  PRKCA  DPH3  KCNB1  VSNL1  FBN1  CPLX1  IRS1  KCNS3  ARL4D  EFNA5  RAB11B  KCNJ11  PIM3"
0.0686144751123202,32,237,1.73993268980782,"Regulation of peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002791"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  GNAS  SIRT4  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  SNAP25  ARNTL  PPP3CA  CACNA1A  TRPM2  STXBP5L  TCF7L2  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  IRS1  KCNS3  EFNA5  KCNJ11  PIM3"
0.0686144751123202,22,143,1.98251945905988,"Amino acid transport "," http://amigo.geneontology.org/amigo/term/GO:0006865"," SLC6A13  SLC6A7  SLC17A6  SLC7A8  SLC25A15  SLC6A12  SLC38A1  SLC25A12  GIPC1  SLC36A1  SLC6A6  SLC38A2  STXBP1  MYC  SLC3A1  SLC15A4  SLC47A1  ADORA1  SFXN1  SLC38A11  LRRC8C  SLC38A9"
0.0687158167017169,68,609,1.43887290788911,"Regulation of establishment of protein localization "," http://amigo.geneontology.org/amigo/term/GO:0070201"," ICA1  ABCC8  NOS2  CACNA2D2  BID  GOPC  USP36  TM7SF3  ACHE  GNAS  SIRT4  E2F1  PARD6A  ZDHHC2  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  DNAJC27  PPP3CC  TARDBP  LYPLA1  ACVR1C  PFKFB2  ACSL3  NR1H2  SNAP25  XPO4  ARNTL  EDEM1  RAB11FIP5  GCC2  SORL1  NUP54  PPP3CA  CACNA1A  TRPM2  SAE1  STXBP5L  SNX12  CDKN2A  TCF7L2  ITPR1  FRMD4A  ADAM8  CENPJ  PTPN14  SAR1B  PRKCA  DPH3  CABP1  KCNB1  PCNT  VSNL1  GAPVD1  NDEL1  MFF  IRS1  KCNS3  ATG13  ARIH2  YOD1  GAS6  EFNA5  KCNJ11  LRRK2  PIM3"
0.0689496804116019,176,1832,1.23799250063564,"Response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901700"," ABCC8  NOS2  BRCA1  DDX11  BID  GRAMD1B  GLRX2  GCLM  BAK1  SPHK2  CACNB1  RORA  GNB5  ATP2B1  SESN1  MGST2  ACHE  GNAS  TESC  SLC9A1  SORBS1  MTAP  HCN2  P2RX6  E2F1  SLC39A14  ATP1A3  TGFBR1  PLEKHA1  CPEB3  RPS6KB1  NFKB1  MAPK10  GLRB  PPARGC1A  DCPS  CPT1A  IL10RA  CAMKK2  CDKN1B  PPARD  SOD2  GPLD1  SLC29A1  GOLPH3  NR3C1  STC2  IGFBP2  WNT6  ERRFI1  AKAP7  PKD2  KLF9  EIF2B2  RHOQ  BCL11A  IDE  GOT1  CD274  KCNJ8  PIK3CA  LIAS  ACVR1C  PFKFB2  NCOA3  TRERF1  GOT2  INSIG2  MAX  TICAM1  ATF4  VGF  FOXP2  BCL2L2  LDLR  CYP2E1  AKAP12  MAP1B  PTPRE  MBD2  CCNB1  EDEM1  SORT1  SLC38A2  ROCK2  RAB11FIP5  TBC1D4  NUDT15  STXBP1  ATP6V1G1  MYC  PIM1  GGH  SORL1  FDX1  STAT4  USP8  TRPC3  PPP3CA  CACNA1A  COL6A1  TRPM2  SETD7  TRIM41  ATP6V1B2  GNRH1  STAR  MTDH  TCF7L2  ADM  TIRAP  AKAP6  PRKCA  PPARGC1B  GNA14  AIFM1  MAPK13  FBXO32  HTR5A  APPL1  BRAF  KCNB1  PPP1R15B  SYNJ1  ZBTB7B  ADCY9  ELAVL4  VSNL1  ATP1A1  HCN1  ADCY1  OXR1  RET  FBN1  PRKCB  NDEL1  NKX3-1  CDT1  IRS1  AR  KBTBD2  ESRRA  NET1  ATP2A2  RPL15  FZD4  LPL  UCP3  SPHK1  SLC38A9  RPS6KA3  RMI1  CYC1  HTR1F  FES  PLCB1  SLC8A1  GAS6  GRIN2A  CHEK2  IRAK1  EFNA5  RNLS  RAB11B  KCNJ11  CARD9  LRRK2  NCOR2  MYO5A  PIM3  RYR2  RORB  COL5A2  GPX3  ATP6V1E2  NEFL"
0.0691274867985422,92,872,1.35957183086904,"Regulation of cellular localization "," http://amigo.geneontology.org/amigo/term/GO:0060341"," FGR  MAD1L1  BID  BAK1  GOPC  USP36  ATG5  SPHK2  ABCA7  TMEM38A  TP53INP2  MTMR2  AAAS  SORBS1  NEFH  ZMYND8  MYLK2  E2F1  PARD6A  ZDHHC2  LEPROTL1  CCNE1  PPARD  GPLD1  VEGFA  DNAJC27  TNNT2  PKD2  RHOQ  PPP3CC  TARDBP  LYPLA1  TTC21B  ACSL3  PARD6B  MAP2K2  LIF  TTBK2  MAP1B  REEP2  XPO4  DCLK1  EPHB2  EDEM1  ROCK2  RAB11FIP5  KIAA1614  GCC2  STXBP1  SORL1  TRPC3  NUP54  STAC2  SAE1  RALB  CDCA5  SNX12  CDKN2A  TCF7L2  FEZ1  AKAP6  PTPN14  SAR1B  APPL1  CABP1  KCNB1  EPB41  PCNT  BRSK1  VSNL1  NDEL1  CACNG2  MAP1A  CDT1  MFF  AR  VCPIP1  ATG13  ARIH2  YOD1  FES  SLC8A1  GAS6  EFNA5  RAB11B  NF2  KCNJ11  LRRK2  ILRUN  PIM3  RYR2  INPP5F"
0.0700300286463841,25,171,1.88397317015924,"Adaptive thermogenesis "," http://amigo.geneontology.org/amigo/term/GO:1990845"," SLC25A5  ADRB1  ACHE  GNAS  FH  PPARGC1A  PRKAB1  VEGFA  PLCL1  MFN2  G0S2  ATF4  NR1H2  ARNTL  SORL1  NOVA1  ADAMTS5  PPARGC1B  ZBTB7B  ABHD6  ALDH1A1  UCP3  CIDEA  EHMT1  ESRRG"
0.0711241958510119,27,190,1.83122192139478,"Vacuole organization "," http://amigo.geneontology.org/amigo/term/GO:0007033"," PHF23  HEXB  ATG5  WIPI1  TP53INP2  NAGPA  LAPTM4B  HPS1  ENO2  MFN2  RAB3GAP2  PLA2G5  CLN6  CCDC115  MAP1LC3B  LYST  RALB  CLVS2  C9orf72  FEZ1  ATG16L2  ATP2A2  ATG13  PACS2  LRRK2  WDR45  RAB7B"
0.0717751394845261,47,389,1.55696579625397,"Protein secretion "," http://amigo.geneontology.org/amigo/term/GO:0009306"," ICA1  ABCC8  NOS2  CACNA2D2  CBLN4  TM7SF3  CYB5R4  ACHE  GNAS  SIRT4  PARD6A  NAGPA  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  TARDBP  ACVR1C  PFKFB2  NECAB3  VGF  NR1H2  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  STXBP5L  CAMK2G  TCF7L2  ITPR1  FRMD4A  ADAM8  PRKCA  DPH3  KCNB1  VSNL1  CPLX1  IRS1  KCNS3  ARL4D  EFNA5  RAB11B  KCNJ11  PIM3"
0.0717751394845261,15,83,2.32886321997998,"Regulation of muscle adaptation "," http://amigo.geneontology.org/amigo/term/GO:0043502"," JARID2  SLC9A1  GLRX3  MTMR4  PPARGC1A  ERRFI1  ROCK2  IL6ST  TRPC3  PPP3CA  CAMK2G  AKAP6  PRKCA  FBXO32  ATP2A2"
0.0722390260395952,34,258,1.69820465291563,"Dendrite development "," http://amigo.geneontology.org/amigo/term/GO:0016358"," HECW1  FSTL4  NGEF  MAPK6  NCK2  ZMYND8  MCF2  FMR1  FBXO31  CPEB3  EIF4G2  STRN  TRAK2  BCL11A  SLC12A5  MAP1B  DCLK1  EPHB2  ZNF365  PPP3CA  CELSR2  IQSEC1  KALRN  ELAVL4  ILK  MAP1A  MECP2  KNDC1  CAMK1D  LRRK2  DNM3  ARC  CUX1  SRGAP2"
0.0733333988594532,31,229,1.74444397816841,"Purine-containing compound biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0072522"," AK2  NOS2  GUCA2B  SPHK2  COASY  DLD  MTAP  PRPS2  MLYCD  IMPDH1  AK1  PPARGC1A  NME5  SLC25A12  ELOVL4  ACSL3  ACSS2  AMPD3  MYC  GMPR  GUCY1A2  PANK1  ADCY9  GMPS  ELOVL7  ACSL6  ADCY1  PDP1  PDP2  PFAS  ADSS1"
0.0740087534715773,47,390,1.55297357626357,"Establishment of protein localization to extracellular region "," http://amigo.geneontology.org/amigo/term/GO:0035592"," ICA1  ABCC8  NOS2  CACNA2D2  CBLN4  TM7SF3  CYB5R4  ACHE  GNAS  SIRT4  PARD6A  NAGPA  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  TARDBP  ACVR1C  PFKFB2  NECAB3  VGF  NR1H2  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  STXBP5L  CAMK2G  TCF7L2  ITPR1  FRMD4A  ADAM8  PRKCA  DPH3  KCNB1  VSNL1  CPLX1  IRS1  KCNS3  ARL4D  EFNA5  RAB11B  KCNJ11  PIM3"
0.0740087534715773,32,239,1.72537258361696,"Regulation of peptide transport "," http://amigo.geneontology.org/amigo/term/GO:0090087"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  GNAS  SIRT4  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  SNAP25  ARNTL  PPP3CA  CACNA1A  TRPM2  STXBP5L  TCF7L2  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  IRS1  KCNS3  EFNA5  KCNJ11  PIM3"
0.0746505182954097,7,24,3.75852647446768,"Establishment of pigment granule localization "," http://amigo.geneontology.org/amigo/term/GO:0051905"," MREG  MKKS  BBS7  SHROOM2  DCTN2  RAB11B  MYO5A"
0.0750665326400537,34,259,1.69164787819395,"Hexose metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019318"," MDH1  PPP1R3F  RORA  SORBS1  MLYCD  SLC39A14  ALDOC  PPARGC1A  CPT1A  GNB3  ENO2  PPARD  GPLD1  PASK  SLC25A12  GALE  GOT1  PIK3CA  NLN  PFKFB2  GOT2  ATF4  PPP1R3D  MYC  RANBP2  ALDH1A1  IRS1  KBTBD2  PC  PGP  KCNJ11  PPP1CB  GALT  PPP1R3E"
0.0754727051132818,65,581,1.44167723141618,"Regulation of hormone levels "," http://amigo.geneontology.org/amigo/term/GO:0010817"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  CYB5R4  GNAS  SIRT4  SLC7A8  CTSZ  SLCO4A1  SLC39A14  PLEKHA1  NFKB1  PPARGC1A  CPT1A  GNB3  PPARD  GPLD1  STC2  PASK  IDE  TARDBP  ACVR1C  PFKFB2  LIF  VGF  SNAP25  ARNTL  RAB11FIP5  FDX1  PPP3CA  CACNA1A  TRPM2  CTSK  TMF1  STXBP5L  STAR  AOPEP  CAMK2G  TCF7L2  ADM  ITPR1  PRKCA  KCNB1  ACE  KALRN  VSNL1  ATP1A1  ADORA1  ALDH1A1  CRABP1  GALR1  NKX3-1  CPLX1  IRS1  KCNS3  FZD4  PCSK1  ALDH1A3  EFNA5  RAB11B  KCNJ11  BCO2  PIM3"
0.0754727051132818,20,127,2.02935062738413,"Cellular monovalent inorganic cation homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0030004"," SLC4A8  ATP1B3  SLC9A1  ATP1A3  ATP4A  SLC4A9  CLN6  ATP1A4  SLC9A5  CCDC115  ATP6V1G1  ATP1B1  ATP6V1B2  SLAMF8  ATP1A1  CA7  AQP11  SLC8A1  LRRK2  ATP6V1E2"
0.0754727051132818,28,201,1.79511712213382,"Phosphatidylinositol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046488"," PIK3CB  INPP5A  ITPKC  MTMR2  BPNT2  PLEKHA8  PIP5K1B  PLEKHA1  MTMR4  PIGL  GPLD1  PLCD4  PIK3CA  LPGAT1  PLA2G5  EFR3A  IMPA1  PI4K2A  FAM126B  SYNJ1  CDS1  PIP5KL1  SOCS5  PLCB1  INPP5J  PIP5K1C  INPP5F  SACM1L"
0.0754727051132818,21,136,1.98980813354172,"Cardiac muscle contraction "," http://amigo.geneontology.org/amigo/term/GO:0060048"," MAP2K3  TMEM38A  SLC9A1  MYLK2  SCN1B  FGF12  TNNT2  KCNJ8  PIK3CA  FGF13  ATP1B1  SCN1A  SCN2B  ATP1A1  ADORA1  KCND3  ATP2A2  SCN4B  GJC1  SLC8A1  RYR2"
0.076703459148113,112,1102,1.30968617622104,"Protein modification by small protein conjugation "," http://amigo.geneontology.org/amigo/term/GO:0032446"," HECW1  BRCA1  NUB1  CUL3  PHF23  HERPUD1  ATG5  PSME4  MKRN2  KLHL20  PIAS2  UBE2D4  KEAP1  MID2  WDR70  HACE1  ATXN7L3  KDM2B  AAAS  RASD2  CCNB1IP1  NUP93  FBXO31  TRIM35  UBE2W  KCTD9  LIMK1  TGFBR1  TRIM37  BLMH  TNFAIP1  DCUN1D4  ZBTB16  FBXO9  KLHL24  PCGF1  IVNS1ABP  TRIM32  BCL11A  RNF113A  TICAM1  RNF6  RFPL1  RFPL3  TULP4  UBAC1  UBE4B  TRIM47  TPP2  RNFT2  RNF144B  HERC6  NUP54  PRICKLE1  FANCI  RNF157  SAE1  FBXO28  SPOPL  KLHL8  FBXL17  TRIM41  CDKN2A  DCUN1D2  UBE3B  C18orf25  MED21  RANBP2  RMND5A  ANKRD9  FBXO32  NSMCE2  MED11  KLHL21  TRIM58  PSMD6  RNF168  ANAPC10  FBXO33  ARIH1  CUL5  TRIM44  URM1  RNF214  ZNF598  SOCS5  SPSB1  RAB40A  RNF26  PELI3  GLMN  VCPIP1  UBE2O  SPHK1  KCMF1  ARIH2  DTX3  PCGF5  PCGF3  ZFP91  RNF220  FANCM  LRRK2  ASB13  PSMD12  MIB2  RAB40C  RNF208  ZBED1  UBE2QL1  DDX3X  "
0.0768164657988079,182,1911,1.22727395084659,"Homeostatic process "," http://amigo.geneontology.org/amigo/term/GO:0042592"," KRIT1  SLC25A5  ABCC8  NOS2  PKD1  NCDN  GRAMD1B  ERP44  GLRX2  GCLM  BAK1  ADRB1  KITLG  HEXB  SLC4A8  HERPUD1  PIK3CB  SOAT1  ATG5  LPAR2  CYB5R4  ATP2B3  RORA  ATP1B3  ATP2B1  TMEM38A  TP53INP2  ACHE  ADD1  GNAS  SLC9A1  MCOLN1  DLD  FH  SLC7A8  SLC39A14  KCNN4  ATP1A3  ATP4A  USF2  SCN1B  CDK6  GLRX3  CCDC47  FAM20A  STIM2  PPARGC1A  KCNA1  GNB3  PRKAB1  PPARD  SOD2  GPLD1  VEGFA  SLC29A1  SLC4A9  STC2  KNG1  FGF12  PASK  PLCL1  MFN2  SGIP1  PKD2  TRIM32  IDE  GOT1  PIK3CA  FLT3  USP45  G0S2  SLC12A5  TMTC4  MKKS  RALY  ATF4  VGF  CLN6  LDLR  ABCB7  NR1H2  ATP1A4  ATP13A3  ARNTL  LCA5  RAB11FIP5  EMX1  SLC9A5  CCDC115  SLC31A1  ATP6V1G1  MYC  TRPC3  PPP3CA  SLC39A8  SLC15A4  NOVA1  AFG3L2  CACNA1A  TRPM2  ATP1B1  XPR1  CTSK  STXBP5L  ATP6V1B2  SLC25A37  STAR  TCF7L2  CNNM2  ADM  ESAM  SCN2B  TLCD3B  ITPR1  AKAP6  ADAM8  PRKCA  LRRK1  JAM2  ADAMTS5  TTC39B  PPARGC1B  SLC24A2  ANKRD9  ATP2B2  STEAP2  TSC22D3  KCNB1  SLAMF8  ZBTB7B  ASGR2  ADCY9  VSNL1  ATP1A1  FSTL1  ADORA1  EIF5A2  ABHD6  EMCN  CITED2  ADCY1  ALDH1A1  CFL2  PDZD8  SLC39A13  PRKCB  GALR1  MAP1A  MYO5B  CA7  IRS1  LDB2  ADRA1D  ATP2A2  BBS1  NR1D2  LPL  CIDEA  GPR4  AQP11  ZBTB7A  RMI1  PACS2  EHMT1  SPNS2  SLC8A1  GAS6  GRIN2A  EFNA5  RAB11B  KCNJ11  LRRK2  ARID2  ESRRG  ANXA6  FITM2  PIM3  RYR2  MAFB  GIGYF2  DDX3X  ATP6V1E2"
0.0768164657988079,17,101,2.16899406164472,"Dicarboxylic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043648"," MDH1  GCLM  MTHFD2  SDHA  L2HGDH  DLD  FH  IDH3B  PHYH  SLC25A12  SDHB  GOT1  GOT2  GLS2  SLC25A32  ADSS1  OGDHL"
0.0775948498005993,37,290,1.64412389622035,"Nucleoside phosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901293"," AK2  NOS2  GUCA2B  RRM2B  SPHK2  COASY  DLD  PRPS2  MLYCD  IMPDH1  AK1  PPARGC1A  NUDT12  NME5  SLC25A12  ELOVL4  ACSL3  ACSS2  AMPD3  MYC  UCK2  GUCY1A2  PANK1  ADCY9  CMPK1  GMPS  ELOVL7  ACSL6  ADCY1  PDP1  NNMT  PDP2  PFAS  UPP1  RNLS  ADSS1  ASPDH"
0.0778912435371119,13,68,2.46357197486117,"Negative regulation of protein secretion "," http://amigo.geneontology.org/amigo/term/GO:0050709"," ABCC8  SIRT4  ACVR1C  RAB11FIP5  PPP3CA  STXBP5L  FRMD4A  DPH3  KCNB1  VSNL1  IRS1  KCNJ11  PIM3"
0.0778912435371119,4,8,6.4431882419446,"Neurofilament cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0060052"," NEFH  INA  NDEL1  NEFL"
0.0788328758215793,70,637,1.41608532789991,"Endocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006897"," RHOBTB2  EPN3  PIK3CB  ABCA7  RHOBTB1  SNCB  USP33  AP4E1  EPS15  MTMR2  ACHE  STX1B  SH3BP1  APOL1  FMR1  CLEC4M  CACNG7  IL10RA  VEGFA  AAK1  SGIP1  RHOQ  PPP3CC  SFTPA1  PLA2G5  IGLL1  MKLN1  LDLR  NR1H2  SNAP25  SORT1  REPS1  RABEPK  SORL1  PPP3CA  MFGE8  ASGR1  CACNG8  SYT2  SNX12  LRP12  C9orf72  ADM  PLA2R1  ZFYVE9  NRG1  STEAP2  APPL1  MX1  SYNJ1  ASGR2  PTX3  LRPAP1  GAPVD1  CACNG2  XKR6  OLR1  SPHK1  RABEP2  PIP5K1C  LRRK2  BTBD8  DNM3  ITSN2  ARC  SCAMP5  INPP5F  RUFY2  DENND1B  XKR9"
0.0802809063206475,34,261,1.67868505920396,"Protein complex oligomerization "," http://amigo.geneontology.org/amigo/term/GO:0051259"," PKD1  SLC9A1  MCOLN1  KCTD9  TNFAIP1  KCNA1  SOD2  KCNC4  ZNHIT6  PKD2  BCL11A  KCNS1  KIF25  ZBTB1  KCNC1  KCNC3  KCTD1  TRPM2  TIFA  APIP  OXA1L  KCNS2  KCNB1  HCN1  KCNS3  TRMT61B  KCND3  LRRC8C  KCNA3  KCNA2  AQP11  KCTD8  ALDH1A3  ARC"
0.0803788956232047,37,291,1.63847398592406,"Regulation of hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046883"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  GNAS  SIRT4  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  LIF  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  TMF1  STXBP5L  TCF7L2  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  GALR1  NKX3-1  IRS1  KCNS3  EFNA5  KCNJ11  PIM3"
0.0833040207098754,32,242,1.70398366729113,"Cellular protein complex disassembly "," http://amigo.geneontology.org/amigo/term/GO:0043624"," NCK2  MRPL22  ADD1  SH3BP1  MRPL4  NAPA  MRPL27  MRPS30  MTRF1  PIK3CA  TTBK2  FGF13  MRPL34  MAP1B  MRPL35  MICAL2  VILL  CKAP2  MRPL47  MRPL15  MRRF  OXA1L  NRG1  SYNJ1  SPTBN4  EIF5A2  CFL2  MRPL16  MAP1A  MRPL48  MRPS11  MRPL12"
0.0839587143081849,86,815,1.35978942038585,"Cellular component morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0032989"," HECW1  SPAG9  PLEKHO1  PIK3CB  FSTL4  NGEF  MAP3K13  NTN4  USP33  EPB41L3  MTMR2  NEFH  MCF2  FBXO31  CACNG7  SCN1B  LIMK1  CNTNAP1  RND2  EIF4G2  VEGFA  TRAK2  TNNT2  B4GALT6  BCL11A  SLITRK3  PIK3CA  PARD6B  RNF6  CHN1  FGF13  MAP1B  DCLK1  EPHB2  EMX1  TBR1  STXBP1  SEMA6D  ZNF365  PPP3CA  AFG3L2  RNF157  CELSR2  SYT2  CPNE9  TMF1  PHLDB2  TIAM2  C9orf72  FEZ1  PRKCA  KIF5A  BRAF  KALRN  SPTBN4  BRSK1  ELAVL4  NEXN  LMTK2  ADCY1  CFL2  RET  ILK  NDEL1  MAP1A  GFRA2  SEMA4C  MFF  EMB  AKAP13  KNDC1  FZD4  RGMA  NEB  EFNA5  POU3F2  FLRT2  LRRK2  DNM3  ITSN2  ARC  SYT3  PLXNA4  CUX1  SRGAP2  NEFL"
0.0839587143081849,53,457,1.49448129900684,"Positive regulation of GTPase activity "," http://amigo.geneontology.org/amigo/term/GO:0043547"," ADRB1  ARAP2  RASGRF1  NGEF  EVI5  RASGRP2  GNB5  ARHGEF10L  GNAS  SH3BP1  DEPDC5  EIF5  SEC23A  SIPA1L3  TBC1D19  TBC1D30  NEDD9  ERRFI1  SIPA1L2  RAB3GAP2  ARHGAP9  CHN1  ARHGEF11  STARD13  VAV3  TBC1D4  FAM13A  GIT2  IQSEC1  STXBP5L  ARHGAP26  TIAM2  USP6NL  ASAP2  RANBP2  KALRN  ALDH1A1  GAPVD1  NDEL1  TBC1D16  NET1  RABEP2  ALS2CL  RGMA  PLCB1  RGS6  LRRK2  RGPD4  CHML  TBC1D8  DENND1B  SRGAP2  "
0.0845150424138561,14,77,2.34297754252531,"Adult locomotory behavior "," http://amigo.geneontology.org/amigo/term/GO:0008344"," ADAM22  ABHD12  GLRB  FGF12  HOXD9  SCN1A  KALRN  SPTBN4  OXR1  PBX3  MECP2  CEND1  INPP5F  GIGYF2"
0.085301350370088,12,61,2.53502488207656,"Phosphatidylinositol phosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046854"," PIK3CB  ITPKC  BPNT2  PIP5K1B  PIK3CA  EFR3A  IMPA1  PI4K2A  FAM126B  PIP5KL1  SOCS5  PIP5K1C"
0.085301350370088,70,640,1.40944742792538,"Developmental growth "," http://amigo.geneontology.org/amigo/term/GO:0048589"," JARID2  SPAG9  ADRB1  FSTL4  MAP3K13  RARB  PALB2  ADD1  GNAS  CACNG7  LIMK1  TGFBR1  PLEKHA1  RAI1  RND2  EIF4G2  CDKN1B  PPARD  VEGFA  BCL11A  PIK3CA  ACVR1C  SLC12A5  MKKS  RNF6  PTPN12  FGF13  MAP1B  DCLK1  CCNB1  EMX1  PIM1  SEMA6D  PPP3CA  FGF7  AFG3L2  RNF157  ECM1  SYT2  CPNE9  C9orf72  SLC25A25  ADM  GAS2  ARID5B  AKAP6  NRG1  SPTBN4  PTX3  CITED2  ILK  NDEL1  SEMA4C  AR  THBS3  AKAP13  GPR149  ARIH2  RMI1  RGMA  PLCB1  POU3F2  ARID2  COL27A1  ANXA6  ITSN2  GIGYF2  SYT3  PLXNA4  FMN1"
0.0853699388458077,31,233,1.71449644206251,"Regulation of peptide hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0090276"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  GNAS  SIRT4  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  SNAP25  ARNTL  PPP3CA  CACNA1A  TRPM2  STXBP5L  TCF7L2  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  IRS1  KCNS3  EFNA5  KCNJ11  PIM3"
0.0866718165067052,7,25,3.60818541548898,"Melanosome localization "," http://amigo.geneontology.org/amigo/term/GO:0032400"," MREG  MKKS  BBS7  SHROOM2  DCTN2  RAB11B  MYO5A"
0.0869410613791046,36,283,1.63925637250887,"Monosaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005996"," MDH1  PPP1R3F  RORA  SORBS1  MLYCD  SLC39A14  ALDOC  PPARGC1A  CPT1A  GNB3  ENO2  PPARD  GPLD1  PASK  SLC25A12  GALE  GOT1  PIK3CA  NLN  PFKFB2  GOT2  ATF4  PPP1R3D  MYC  PGD  RANBP2  ALDH1A1  NUDT5  IRS1  KBTBD2  PC  PGP  KCNJ11  PPP1CB  GALT  PPP1R3E"
0.0884894313823811,6,19,4.06938204754396,"Cholesterol storage "," http://amigo.geneontology.org/amigo/term/GO:0010878"," SOAT1  PPARD  NR1H2  TTC39B  STARD4  LPL"
0.0884894313823811,6,19,4.06938204754396,"Striatum development "," http://amigo.geneontology.org/amigo/term/GO:0021756"," RARB  MKKS  FOXP2  ALDH1A3  SECISBP2  LRRK2"
0.0884894313823811,6,19,4.06938204754396,"Phosphorylated carbohydrate dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0046838"," INPP5A  MTMR2  BPNT2  IMPA1  SYNJ1  INPP5J"
0.0884894313823811,6,19,4.06938204754396,"Inositol phosphate catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0071545"," INPP5A  MTMR2  BPNT2  IMPA1  SYNJ1  INPP5J"
0.0884894313823811,18,112,2.07102479205362,"Organelle disassembly "," http://amigo.geneontology.org/amigo/term/GO:1903008"," SLC25A5  USP36  ATG5  FUNDC1  WIPI1  MTIF2  KIF9  PPARGC1A  CAMKK2  MFN2  MAP1LC3B  CTSK  CISD2  MRRF  TEX264  FUNDC2  ATG13  WDR45"
